locus_tag,number_of_barcodes,LFC,neg_selection_fdr,pos_selection_fdr,contrast,Name,ID
SL1344_2127,4,0.079959,1.0,0.676149,d1,stcC,gene-SL1344_2127
SL1344_3768,1,0.21497,1.0,7e-06,d1,dsdC,gene-SL1344_3768
SL1344_4520,2,0.17872,1.0,7e-06,d1,sthB,gene-SL1344_4520
SL1344_1502,1,0.21857,1.0,7e-06,d1,yddG,gene-SL1344_1502
SL1344_2109,3,0.28295,1.0,7e-06,d1,SL1344_2109,gene-SL1344_2109
SL1344_4131,1,0.21692,1.0,7e-06,d1,SL1344_4131,gene-SL1344_4131
SL1344_2348,1,0.21963,1.0,7e-06,d1,mnmC,gene-SL1344_2348
SL1344_1800,2,0.27112,1.0,7e-06,d1,mig-3,gene-SL1344_1800
SL1344_1075,1,0.21769,1.0,7e-06,d1,ycdZ,gene-SL1344_1075
SL1344_1982,1,0.2167,1.0,7e-06,d1,SL1344_1982,gene-SL1344_1982
SL1344_1030,2,0.18755,1.0,7e-06,d1,sopB,gene-SL1344_1030
SL1344_1309,1,0.22058,1.0,7e-06,d1,ynhG,gene-SL1344_1309
SL1344_0965,2,0.15632,1.0,7e-06,d1,gtgA,gene-SL1344_0965
SL1344_3143,1,0.22157,1.0,7e-06,d1,SL1344_3143,gene-SL1344_3143
SL1344_2078,3,0.034039,1.0,7e-06,d1,wcaK,gene-SL1344_2078
SL1344_0991,1,0.22469,1.0,7e-06,d1,sseI,gene-SL1344_0991
SL1344_2114,1,0.22641,1.0,7e-06,d1,srcA,gene-SL1344_2114
SL1344_0176,1,0.22658,1.0,7e-06,d1,stiC,gene-SL1344_0176
SL1344_4079,1,0.22829,1.0,7e-06,d1,btuB,gene-SL1344_4079
SL1344_0098,1,0.2255,1.0,7e-06,d1,polB,gene-SL1344_0098
SL1344_1896,2,0.28843,1.0,7e-06,d1,SL1344_1896,gene-SL1344_1896
SL1344_2185,1,0.23004,1.0,7e-06,d1,STM2208,gene-SL1344_2185
SL1344_2537,1,0.23302,1.0,7e-06,d1,SL1344_2537,gene-SL1344_2537
SL1344_2256,1,0.23394,1.0,7e-06,d1,sseL,gene-SL1344_2256
SL1344_3656,1,0.23168,1.0,7e-06,d1,sadA,gene-SL1344_3656
SL1344_1328,3,0.21729,1.0,7e-06,d1,ssaC,gene-SL1344_1328
SL1344_3586,1,0.23233,1.0,7e-06,d1,yhjR,gene-SL1344_3586
SL1344_1588,1,0.23535,1.0,7e-06,d1,SL1344_1588,gene-SL1344_1588
SL1344_2311,1,0.23604,1.0,7e-06,d1,SL1344_2311,gene-SL1344_2311
SL1344_2741,1,0.23622,1.0,7e-06,d1,SL1344_2741,gene-SL1344_2741
SL1344_0622,1,0.23629,1.0,7e-06,d1,ybeF,gene-SL1344_0622
SL1344_3227,4,0.10535,1.0,0.676149,d1,SL1344_3227,gene-SL1344_3227
SL1344_1550,3,0.16342,1.0,7e-06,d1,SL1344_1550,gene-SL1344_1550
SL1344_2762,1,0.23663,1.0,7e-06,d1,iroN,gene-SL1344_2762
SL1344_3144,1,0.23746,1.0,7e-06,d1,SL1344_3144,gene-SL1344_3144
SL1344_0280,1,0.23849,1.0,7e-06,d1,sciS,gene-SL1344_0280
SL1344_4027,3,0.038694,1.0,7e-06,d1,yneB,gene-SL1344_4027
SL1344_0836,1,0.24239,1.0,7e-06,d1,SL1344_0836,gene-SL1344_0836
SL1344_1343,1,0.24767,1.0,7e-06,d1,ssaJ,gene-SL1344_1343
SL1344_2327,2,0.17308,1.0,7e-06,d1,SL1344_2327,gene-SL1344_2327
SL1344_3566,1,0.24913,1.0,7e-06,d1,SL1344_3566,gene-SL1344_3566
SL1344_2043,4,0.31105,1.0,7e-06,d1,sopA,gene-SL1344_2043
SL1344_4196,3,0.12712,1.0,7e-06,d1,siiD,gene-SL1344_4196
SL1344_3724,1,0.2469,1.0,7e-06,d1,fidL,gene-SL1344_3724
SL1344_1864,3,0.17753,1.0,7e-06,d1,araH,gene-SL1344_1864
SL1344_P2_0081,1,0.24128,1.0,7e-06,d1,shfB,gene-SL1344_P2_0081
SL1344_0705,1,0.24887,1.0,7e-06,d1,SL1344_0705,gene-SL1344_0705
SL1344_3896,1,0.24636,1.0,7e-06,d1,SL1344_3896,gene-SL1344_3896
SL1344_P1_0025,3,0.25565,1.0,7e-06,d1,traV,gene-SL1344_P1_0025
SL1344_2551,2,0.14175,1.0,0.440589,d1,SL1344_2551,gene-SL1344_2551
SL1344_0688,1,0.25108,1.0,7e-06,d1,kdpA,gene-SL1344_0688
SL1344_0988,1,0.2502,1.0,7e-06,d1,SL1344_0988,gene-SL1344_0988
SL1344_4012,1,0.24743,1.0,7e-06,d1,sbp,gene-SL1344_4012
SL1344_3626,1,0.25237,1.0,7e-06,d1,xylA,gene-SL1344_3626
SL1344_0784,5,0.30745,1.0,7e-06,d1,ybhM,gene-SL1344_0784
SL1344_0502,1,0.25227,1.0,7e-06,d1,SL1344_0502,gene-SL1344_0502
SL1344_2845,1,0.25608,1.0,7e-06,d1,avrA,gene-SL1344_2845
SL1344_0035,1,0.25938,1.0,7e-06,d1,SL1344_0035,gene-SL1344_0035
SL1344_1400,1,0.25933,1.0,7e-06,d1,fumC,gene-SL1344_1400
SL1344_3491,2,0.31325,1.0,7e-06,d1,glpG,gene-SL1344_3491
SL1344_2871,2,0.14125,1.0,0.440589,d1,invJ,gene-SL1344_2871
SL1344_0838,1,0.26214,1.0,7e-06,d1,yliJ,gene-SL1344_0838
SL1344_1561,3,0.14319,1.0,0.575131,d1,sseJ,gene-SL1344_1561
SL1344_2778,1,0.26085,1.0,7e-06,d1,ygaE,gene-SL1344_2778
SL1344_P3_0005,1,0.26907,1.0,7e-06,d1,SL1344_P3_0005,gene-SL1344_P3_0005
SL1344_4341,1,0.26085,1.0,7e-06,d1,msrA,gene-SL1344_4341
SL1344_2856,4,0.31469,1.0,7e-06,d1,hilA,gene-SL1344_2856
SL1344_2850,1,0.2623,1.0,7e-06,d1,orgA,gene-SL1344_2850
SL1344_4434,2,0.23149,1.0,7e-06,d1,SL1344_4434,gene-SL1344_4434
SL1344_3606,1,0.26144,1.0,7e-06,d1,lpfA,gene-SL1344_3606
SL1344_1265,1,0.26569,1.0,7e-06,d1,SL1344_1265,gene-SL1344_1265
SL1344_1079,1,0.26691,1.0,7e-06,d1,csgD,gene-SL1344_1079
SL1344_4523,1,0.26531,1.0,7e-06,d1,SL1344_4523,gene-SL1344_4523
SL1344_0790,1,0.26838,1.0,7e-06,d1,ybhQ,gene-SL1344_0790
SL1344_0573,1,0.27146,1.0,7e-06,d1,fepA,gene-SL1344_0573
SL1344_0274,1,0.26818,1.0,7e-06,d1,sciK1,gene-SL1344_0274
SL1344_2250,1,0.27163,1.0,7e-06,d1,SL1344_2250,gene-SL1344_2250
SL1344_0577,1,0.27702,1.0,7e-06,d1,fepE,gene-SL1344_0577
SL1344_2251,1,0.27719,1.0,7e-06,d1,glpQ,gene-SL1344_2251
SL1344_1315,2,0.32556,1.0,7e-06,d1,orf245,gene-SL1344_1315
SL1344_2935,2,0.16121,1.0,7e-06,d1,SL1344_2935,gene-SL1344_2935
SL1344_1338,5,0.12376,1.0,7e-06,d1,sseF,gene-SL1344_1338
SL1344_0512,1,0.27518,1.0,7e-06,d1,garRa,gene-SL1344_0512
SL1344_0309,2,0.25826,1.0,7e-06,d1,dbh,gene-SL1344_0309
SL1344_1290,2,0.24636,1.0,7e-06,d1,ydiO,gene-SL1344_1290
SL1344_1355,1,0.28121,1.0,7e-06,d1,ssaT,gene-SL1344_1355
SL1344_3213,3,0.38481,1.0,7e-06,d1,tdcE,gene-SL1344_3213
SL1344_4418,2,0.17272,1.0,7e-06,d1,SL1344_4418,gene-SL1344_4418
SL1344_3263,1,0.28197,1.0,7e-06,d1,SL1344_3263,gene-SL1344_3263
SL1344_4307,3,0.26999,1.0,7e-06,d1,yjfL,gene-SL1344_4307
SL1344_1460,1,0.2865,1.0,7e-06,d1,hypA,gene-SL1344_1460
SL1344_2259,1,0.28542,1.0,7e-06,d1,yfaV,gene-SL1344_2259
SL1344_2742,1,0.28614,1.0,7e-06,d1,SL1344_2742,gene-SL1344_2742
SL1344_2166,2,0.26983,1.0,7e-06,d1,mglA,gene-SL1344_2166
SL1344_1012,1,0.28916,1.0,7e-06,d1,sxy,gene-SL1344_1012
SL1344_0557,2,0.16637,1.0,0.440589,d1,ybdG,gene-SL1344_0557
SL1344_1099,1,0.28943,1.0,7e-06,d1,dinI,gene-SL1344_1099
SL1344_1602,1,0.28535,1.0,7e-06,d1,SL1344_1602,gene-SL1344_1602
SL1344_3000,2,0.31491,1.0,7e-06,d1,SL1344_3000,gene-SL1344_3000
SL1344_4490,1,0.28993,1.0,7e-06,d1,yjjU,gene-SL1344_4490
SL1344_2886,2,0.15649,1.0,0.440589,d1,pphB,gene-SL1344_2886
SL1344_2870,1,0.29471,1.0,7e-06,d1,spaO,gene-SL1344_2870
SL1344_1793,1,0.29293,1.0,7e-06,d1,pagO,gene-SL1344_1793
SL1344_1477,1,0.29576,1.0,7e-06,d1,SL1344_1477,gene-SL1344_1477
SL1344_0333,1,0.2919,1.0,7e-06,d1,stbC,gene-SL1344_0333
SL1344_3099,2,0.22308,1.0,7e-06,d1,SL1344_3099,gene-SL1344_3099
SL1344_0032,1,0.29255,1.0,7e-06,d1,SL1344_0032,gene-SL1344_0032
SL1344_2702,1,0.29475,1.0,7e-06,d1,SL1344_2702,gene-SL1344_2702
SL1344_3363,1,0.29842,1.0,7e-06,d1,acrE,gene-SL1344_3363
SL1344_P2_0091,5,0.026054,1.0,7e-06,d1,pilP,gene-SL1344_P2_0091
SL1344_3142,1,0.29663,1.0,7e-06,d1,ygiR,gene-SL1344_3142
SL1344_3096,1,0.29642,1.0,7e-06,d1,SL1344_3096,gene-SL1344_3096
SL1344_3043,1,0.29724,1.0,7e-06,d1,yggB,gene-SL1344_3043
SL1344_1882,1,0.29634,1.0,7e-06,d1,dcyD,gene-SL1344_1882
SL1344_0362,1,0.29613,1.0,7e-06,d1,prpR,gene-SL1344_0362
SL1344_4363,1,0.30167,1.0,7e-06,d1,iolG2,gene-SL1344_4363
SL1344_3222,1,0.2977,1.0,7e-06,d1,garL,gene-SL1344_3222
SL1344_1248,1,0.30151,1.0,7e-06,d1,celB,gene-SL1344_1248
SL1344_1970,1,0.29817,1.0,7e-06,d1,SL1344_1970,gene-SL1344_1970
SL1344_0213,2,0.1804,1.0,7e-06,d1,SL1344_0213,gene-SL1344_0213
SL1344_4290,1,0.29908,1.0,7e-06,d1,yjeF,gene-SL1344_4290
SL1344_3217,1,0.30295,1.0,7e-06,d1,tdcA,gene-SL1344_3217
SL1344_0667,2,0.18245,1.0,7e-06,d1,nagE,gene-SL1344_0667
SL1344_2313,1,0.30765,1.0,7e-06,d1,SL1344_2313,gene-SL1344_2313
SL1344_2966,3,0.35279,1.0,7e-06,d1,SL1344_2966,gene-SL1344_2966
SL1344_0939,1,0.30735,1.0,7e-06,d1,dpaL,gene-SL1344_0939
SL1344_1331,1,0.31002,1.0,7e-06,d1,sseA,gene-SL1344_1331
SL1344_P1_0022,1,0.30559,1.0,7e-06,d1,traC,gene-SL1344_P1_0022
SL1344_2731,2,0.44341,1.0,7e-06,d1,SL1344_2731,gene-SL1344_2731
SL1344_1677,1,0.30909,1.0,7e-06,d1,oppA,gene-SL1344_1677
SL1344_P2_0079,4,0.11939,1.0,7e-06,d1,traE,gene-SL1344_P2_0079
SL1344_2712,1,0.30883,1.0,7e-06,d1,SL1344_2712,gene-SL1344_2712
SL1344_4193,2,0.27377,1.0,7e-06,d1,siiA,gene-SL1344_4193
SL1344_4351,1,0.30808,1.0,7e-06,d1,iolT1,gene-SL1344_4351
SL1344_2209,2,0.31869,1.0,7e-06,d1,SL1344_2209,gene-SL1344_2209
SL1344_2692,1,0.31087,1.0,7e-06,d1,SL1344_2692,gene-SL1344_2692
SL1344_1526,1,0.31185,1.0,7e-06,d1,srfC,gene-SL1344_1526
SL1344_0284,1,0.31259,1.0,7e-06,d1,vgrS,gene-SL1344_0284
SL1344_2863,4,0.218,1.0,7e-06,d1,sipC,gene-SL1344_2863
SL1344_4229,1,0.3121,1.0,7e-06,d1,basR,gene-SL1344_4229
SL1344_0515,2,0.26662,1.0,7e-06,d1,allP,gene-SL1344_0515
SL1344_0563,1,0.32614,1.0,7e-06,d1,manY,gene-SL1344_0563
SL1344_2691,1,0.32022,1.0,7e-06,d1,SL1344_2691,gene-SL1344_2691
SL1344_2570,1,0.32626,1.0,7e-06,d1,SL1344_2570,gene-SL1344_2570
SL1344_0195,1,0.32242,1.0,7e-06,d1,fhuB,gene-SL1344_0195
SL1344_0606,1,0.32271,1.0,7e-06,d1,citT,gene-SL1344_0606
SL1344_1597,1,0.32689,1.0,7e-06,d1,SL1344_1597,gene-SL1344_1597
SL1344_1076,1,0.33067,1.0,7e-06,d1,csgG,gene-SL1344_1076
SL1344_4317,1,0.32847,1.0,7e-06,d1,sgaB,gene-SL1344_4317
SL1344_2496,1,0.33338,1.0,7e-06,d1,SL1344_2496,gene-SL1344_2496
SL1344_P2_0101,1,0.33136,1.0,7e-06,d1,traC,gene-SL1344_P2_0101
SL1344_2950,1,0.33324,1.0,7e-06,d1,sdaC,gene-SL1344_2950
SL1344_3798,1,0.32835,1.0,7e-06,d1,yidA,gene-SL1344_3798
SL1344_3447,3,0.28817,1.0,7e-06,d1,yhfL,gene-SL1344_3447
SL1344_3145,1,0.33932,1.0,7e-06,d1,ygiK,gene-SL1344_3145
SL1344_2129,1,0.33402,1.0,7e-06,d1,stcA,gene-SL1344_2129
SL1344_3165,3,0.27709,1.0,7e-06,d1,assT,gene-SL1344_3165
SL1344_3593,1,0.34198,1.0,7e-06,d1,dppD,gene-SL1344_3593
SL1344_3607,3,0.21744,1.0,7e-06,d1,yhjY,gene-SL1344_3607
SL1344_0993,1,0.3645,1.0,7e-06,d1,SL1344_0993,gene-SL1344_0993
SL1344_3010,1,0.34089,1.0,7e-06,d1,SL1344_3010,gene-SL1344_3010
SL1344_3570,1,0.34004,1.0,7e-06,d1,SL1344_3570,gene-SL1344_3570
SL1344_0640,3,0.33241,1.0,7e-06,d1,SL1344_0640,gene-SL1344_0640
SL1344_1929,4,0.11705,1.0,7e-06,d1,SL1344_1929,gene-SL1344_1929
SL1344_0352,1,0.34662,1.0,7e-06,d1,mod,gene-SL1344_0352
SL1344_2208,1,0.35208,1.0,7e-06,d1,oafA,gene-SL1344_2208
SL1344_3786,5,0.22553,1.0,7e-06,d1,yhjA,gene-SL1344_3786
SL1344_1609,1,0.34974,1.0,7e-06,d1,mppA,gene-SL1344_1609
SL1344_0576,1,0.35382,1.0,7e-06,d1,entF,gene-SL1344_0576
SL1344_1218,2,0.30343,1.0,7e-06,d1,yeaJ,gene-SL1344_1218
SL1344_2727,2,0.22615,1.0,7e-06,d1,SL1344_2727,gene-SL1344_2727
SL1344_4346,1,0.35397,1.0,7e-06,d1,SL1344_4346,gene-SL1344_4346
SL1344_3564,2,0.25105,1.0,7e-06,d1,SL1344_3564,gene-SL1344_3564
SL1344_2869,4,0.20268,1.0,7e-06,d1,spaP,gene-SL1344_2869
SL1344_3311,1,0.35368,1.0,7e-06,d1,nanA,gene-SL1344_3311
SL1344_2546,2,0.36543,1.0,7e-06,d1,gogB,gene-SL1344_2546
SL1344_3704,1,0.36027,1.0,7e-06,d1,SL1344_3704,gene-SL1344_3704
SL1344_0256,1,0.36802,1.0,7e-06,d1,gloB,gene-SL1344_0256
SL1344_0368,3,0.27909,1.0,7e-06,d1,yaiU,gene-SL1344_0368
SL1344_1340,2,0.22662,1.0,7e-06,d1,ssaG,gene-SL1344_1340
SL1344_2774,1,0.36536,1.0,7e-06,d1,ygaF,gene-SL1344_2774
SL1344_4270,1,0.361,1.0,7e-06,d1,yjeK,gene-SL1344_4270
SL1344_0209,1,0.36504,1.0,7e-06,d1,dgt,gene-SL1344_0209
SL1344_4230,3,0.40351,1.0,7e-06,d1,yjdB,gene-SL1344_4230
SL1344_3106,1,0.36948,1.0,7e-06,d1,SL1344_3106,gene-SL1344_3106
SL1344_4151,2,0.31247,1.0,7e-06,d1,SL1344_4151,gene-SL1344_4151
SL1344_4248,1,0.36959,1.0,7e-06,d1,SL1344_4248,gene-SL1344_4248
SL1344_2013,2,0.34623,1.0,7e-06,d1,pduF,gene-SL1344_2013
SL1344_3897,2,0.4534,1.0,7e-06,d1,SL1344_3897,gene-SL1344_3897
SL1344_2827,2,0.24967,1.0,7e-06,d1,hycG,gene-SL1344_2827
SL1344_0995,2,0.23482,1.0,7e-06,d1,gtgE,gene-SL1344_0995
SL1344_2698,5,0.19114,1.0,7e-06,d1,SL1344_2698,gene-SL1344_2698
SL1344_3702,1,0.37874,1.0,7e-06,d1,SL1344_3702,gene-SL1344_3702
SL1344_2765,1,0.38875,1.0,7e-06,d1,mig-14,gene-SL1344_2765
SL1344_0278,3,0.26433,1.0,7e-06,d1,sciQ,gene-SL1344_0278
SL1344_4453,1,0.38114,1.0,7e-06,d1,SL1344_4453,gene-SL1344_4453
SL1344_2547,1,0.38245,1.0,7e-06,d1,SL1344_2547,gene-SL1344_2547
SL1344_2862,2,0.29636,1.0,7e-06,d1,sipD,gene-SL1344_2862
SL1344_4397,3,0.30615,1.0,7e-06,d1,SL1344_4397,gene-SL1344_4397
SL1344_1256,1,0.39146,1.0,7e-06,d1,ydjM,gene-SL1344_1256
SL1344_0703,1,0.38589,1.0,7e-06,d1,SL1344_0703,gene-SL1344_0703
SL1344_1484,3,0.17952,1.0,7e-06,d1,SL1344_1484,gene-SL1344_1484
SL1344_4478,1,0.38201,1.0,7e-06,d1,yjjQ,gene-SL1344_4478
SL1344_0684,1,0.3875,1.0,7e-06,d1,kdpE,gene-SL1344_0684
SL1344_2163,2,0.24438,1.0,7e-06,d1,SL1344_2163,gene-SL1344_2163
SL1344_3604,1,0.39723,1.0,7e-06,d1,lpfC,gene-SL1344_3604
SL1344_3365,1,0.38902,1.0,7e-06,d1,yhdV,gene-SL1344_3365
SL1344_0517,1,0.39011,1.0,7e-06,d1,ybbY,gene-SL1344_0517
SL1344_0832,2,0.33124,1.0,7e-06,d1,SL1344_0832,gene-SL1344_0832
SL1344_0632,1,0.39747,1.0,7e-06,d1,cobD,gene-SL1344_0632
SL1344_3666,1,0.40878,1.0,7e-06,d1,gpsA,gene-SL1344_3666
SL1344_2764,4,0.22971,1.0,7e-06,d1,virK,gene-SL1344_2764
SL1344_0833,3,0.2338,1.0,7e-06,d1,SL1344_0833,gene-SL1344_0833
SL1344_1080,1,0.3989,1.0,7e-06,d1,csgB,gene-SL1344_1080
SL1344_4345,1,0.39838,1.0,7e-06,d1,SL1344_4345,gene-SL1344_4345
SL1344_2014,2,0.27655,1.0,7e-06,d1,pduA,gene-SL1344_2014
SL1344_1066,3,0.20679,1.0,7e-06,d1,SL1344_1066,gene-SL1344_1066
SL1344_0020,1,0.40017,1.0,7e-06,d1,SL1344_0020,gene-SL1344_0020
SL1344_3107,1,0.40291,1.0,7e-06,d1,SL1344_3107,gene-SL1344_3107
SL1344_2130,2,0.39297,1.0,7e-06,d1,yehE,gene-SL1344_2130
SL1344_3126,1,0.40516,1.0,7e-06,d1,SL1344_3126,gene-SL1344_3126
SL1344_4357,2,0.29947,1.0,7e-06,d1,iolG1,gene-SL1344_4357
SL1344_3283,1,0.40993,1.0,7e-06,d1,yrbD,gene-SL1344_3283
SL1344_1469,2,0.31281,1.0,7e-06,d1,SL1344_1469,gene-SL1344_1469
SL1344_1845,1,0.41282,1.0,7e-06,d1,SL1344_1845,gene-SL1344_1845
SL1344_2111,1,0.41267,1.0,7e-06,d1,SL1344_2111,gene-SL1344_2111
SL1344_4366,1,0.39913,1.0,7e-06,d1,iolH,gene-SL1344_4366
SL1344_2876,1,0.4134,1.0,7e-06,d1,invE,gene-SL1344_2876
SL1344_0708,1,0.41568,1.0,7e-06,d1,SL1344_0708,gene-SL1344_0708
SL1344_0540,1,0.4137,1.0,7e-06,d1,fimH,gene-SL1344_0540
SL1344_2174,1,0.40806,1.0,7e-06,d1,SL1344_2174,gene-SL1344_2174
SL1344_0302,3,0.19377,1.0,7e-06,d1,pagN,gene-SL1344_0302
SL1344_1812,1,0.41373,1.0,7e-06,d1,exoX,gene-SL1344_1812
SL1344_3751,1,0.40964,1.0,7e-06,d1,SL1344_3751,gene-SL1344_3751
SL1344_0295,2,0.38702,1.0,7e-06,d1,safA,gene-SL1344_0295
SL1344_2057,1,0.41749,1.0,7e-06,d1,udg,gene-SL1344_2057
SL1344_3717,1,0.42048,1.0,7e-06,d1,SL1344_3717,gene-SL1344_3717
SL1344_0335,1,0.41881,1.0,7e-06,d1,stbA,gene-SL1344_0335
SL1344_1784,2,0.26698,1.0,7e-06,d1,sopE2,gene-SL1344_1784
SL1344_4184,1,0.42439,1.0,7e-06,d1,tyrB,gene-SL1344_4184
SL1344_2661,1,0.42275,1.0,7e-06,d1,bapA,gene-SL1344_2661
SL1344_3963,3,0.52355,1.0,7e-06,d1,yihO,gene-SL1344_3963
SL1344_2701,1,0.41932,1.0,7e-06,d1,SL1344_2701,gene-SL1344_2701
SL1344_2955,2,0.2765,1.0,7e-06,d1,fucP,gene-SL1344_2955
SL1344_4390,1,0.42537,1.0,7e-06,d1,pyrI,gene-SL1344_4390
SL1344_1005,1,0.42678,1.0,7e-06,d1,ymbA,gene-SL1344_1005
SL1344_1033,4,0.25149,1.0,7e-06,d1,pipD,gene-SL1344_1033
SL1344_2105,1,0.42934,1.0,7e-06,d1,yegO,gene-SL1344_2105
SL1344_2383,1,0.42785,1.0,7e-06,d1,SL1344_2383,gene-SL1344_2383
SL1344_3444,1,0.42988,1.0,7e-06,d1,cysG,gene-SL1344_3444
SL1344_2763,5,0.32378,1.0,7e-06,d1,pipB2,gene-SL1344_2763
SL1344_3987,1,0.4252,1.0,7e-06,d1,SL1344_3987,gene-SL1344_3987
SL1344_1352,2,0.31128,1.0,7e-06,d1,ssaQ,gene-SL1344_1352
SL1344_0021,1,0.43985,1.0,7e-06,d1,bcfA,gene-SL1344_0021
SL1344_0506,1,0.45482,1.0,7e-06,d1,ybbB,gene-SL1344_0506
SL1344_4198,2,0.31678,1.0,7e-06,d1,siiF,gene-SL1344_4198
SL1344_3616,2,0.33918,1.0,7e-06,d1,SL1344_3616,gene-SL1344_3616
SL1344_3150,1,0.43686,1.0,7e-06,d1,ygiW,gene-SL1344_3150
SL1344_1615,1,0.44218,1.0,7e-06,d1,ycjX,gene-SL1344_1615
SL1344_3085,1,0.4355,1.0,7e-06,d1,mutY,gene-SL1344_3085
SL1344_2119,1,0.43927,1.0,7e-06,d1,yegT,gene-SL1344_2119
SL1344_2873,1,0.43517,1.0,7e-06,d1,invC,gene-SL1344_2873
SL1344_1359,1,0.44288,1.0,7e-06,d1,cfa,gene-SL1344_1359
SL1344_0814,4,0.29704,1.0,7e-06,d1,SL1344_0814,gene-SL1344_0814
SL1344_3445,2,0.35119,1.0,7e-06,d1,bigA,gene-SL1344_3445
SL1344_0378,1,0.43392,1.0,7e-06,d1,yaiB,gene-SL1344_0378
SL1344_0034,1,0.43987,1.0,7e-06,d1,SL1344_0034,gene-SL1344_0034
SL1344_4195,2,0.3685,1.0,7e-06,d1,siiC,gene-SL1344_4195
SL1344_2630,1,0.44318,1.0,7e-06,d1,yfiN,gene-SL1344_2630
SL1344_3544,2,0.28054,1.0,7e-06,d1,yhhQ,gene-SL1344_3544
SL1344_4404,1,0.4399,1.0,7e-06,d1,yjgN,gene-SL1344_4404
SL1344_1596,1,0.44209,1.0,7e-06,d1,SL1344_1596,gene-SL1344_1596
SL1344_4249,1,0.44025,1.0,7e-06,d1,SL1344_4249,gene-SL1344_4249
SL1344_3427,1,0.44334,1.0,7e-06,d1,SL1344_3427,gene-SL1344_3427
SL1344_P2_0077,1,0.44135,1.0,7e-06,d1,traG,gene-SL1344_P2_0077
SL1344_4146,2,0.40209,1.0,7e-06,d1,SL1344_4146,gene-SL1344_4146
SL1344_4521,4,0.27434,1.0,7e-06,d1,sthA,gene-SL1344_4521
SL1344_3647,1,0.44829,1.0,7e-06,d1,selB,gene-SL1344_3647
SL1344_2861,4,0.24282,1.0,7e-06,d1,sipA,gene-SL1344_2861
SL1344_1329,4,0.30262,1.0,7e-06,d1,ssaD,gene-SL1344_1329
SL1344_4199,1,0.45056,1.0,7e-06,d1,yjcB,gene-SL1344_4199
SL1344_0490,2,0.29861,1.0,7e-06,d1,SL1344_0490,gene-SL1344_0490
SL1344_1548,1,0.4591,1.0,7e-06,d1,SL1344_1548,gene-SL1344_1548
SL1344_1543,1,0.45158,1.0,7e-06,d1,SL1344_1543,gene-SL1344_1543
SL1344_3128,3,0.46415,1.0,7e-06,d1,SL1344_3128,gene-SL1344_3128
SL1344_0166,1,0.45702,1.0,7e-06,d1,speD,gene-SL1344_0166
SL1344_3725,1,0.45468,1.0,7e-06,d1,marT,gene-SL1344_3725
SL1344_3958,1,0.44968,1.0,7e-06,d1,SL1344_3958,gene-SL1344_3958
SL1344_4135,1,0.4565,1.0,7e-06,d1,SL1344_4135,gene-SL1344_4135
SL1344_3972,2,0.31195,1.0,7e-06,d1,yihX,gene-SL1344_3972
SL1344_4282,1,0.45598,1.0,7e-06,d1,yjeM,gene-SL1344_4282
SL1344_3565,2,0.38713,1.0,7e-06,d1,SL1344_3565,gene-SL1344_3565
SL1344_4499,1,0.45642,1.0,7e-06,d1,stjB,gene-SL1344_4499
SL1344_2779,1,0.45735,1.0,7e-06,d1,ygaU,gene-SL1344_2779
SL1344_3092,3,0.294,1.0,7e-06,d1,SL1344_3092,gene-SL1344_3092
SL1344_0485,1,0.46235,1.0,7e-06,d1,ybaL,gene-SL1344_0485
SL1344_2312,1,0.46246,1.0,7e-06,d1,SL1344_2312,gene-SL1344_2312
SL1344_0069,1,0.46448,1.0,7e-06,d1,caiF,gene-SL1344_0069
SL1344_0019,2,0.35199,1.0,7e-06,d1,SL1344_0019,gene-SL1344_0019
SL1344_2973,1,0.46122,1.0,7e-06,d1,ptr,gene-SL1344_2973
SL1344_2576,1,0.46199,1.0,7e-06,d1,SL1344_2576,gene-SL1344_2576
SL1344_3197,1,0.47245,1.0,7e-06,d1,ygjT,gene-SL1344_3197
SL1344_2242,5,0.19921,1.0,7e-06,d1,SL1344_2242,gene-SL1344_2242
SL1344_4055,2,0.47726,1.0,7e-06,d1,metF,gene-SL1344_4055
SL1344_1862,1,0.47209,1.0,7e-06,d1,otsA,gene-SL1344_1862
SL1344_0554,1,0.47231,1.0,7e-06,d1,ykgB,gene-SL1344_0554
SL1344_3262,1,0.47634,1.0,7e-06,d1,argG,gene-SL1344_3262
SL1344_3056,1,0.47711,1.0,7e-06,d1,SL1344_3056,gene-SL1344_3056
SL1344_2552,3,0.36691,1.0,7e-06,d1,SL1344_2552,gene-SL1344_2552
SL1344_0043,4,0.25793,1.0,7e-06,d1,SL1344_0043,gene-SL1344_0043
SL1344_3988,3,0.40714,1.0,7e-06,d1,yiiG,gene-SL1344_3988
SL1344_1027,4,0.28528,1.0,7e-06,d1,pipB,gene-SL1344_1027
SL1344_0940,4,0.22342,1.0,7e-06,d1,SL1344_0940,gene-SL1344_0940
SL1344_1356,1,0.47834,1.0,7e-06,d1,ssaU,gene-SL1344_1356
SL1344_0018,2,0.31745,1.0,7e-06,d1,chiA,gene-SL1344_0018
SL1344_3695,1,0.47662,1.0,7e-06,d1,radC,gene-SL1344_3695
SL1344_0029,2,0.45731,1.0,7e-06,d1,SL1344_0029,gene-SL1344_0029
SL1344_0594,1,0.4864,1.0,7e-06,d1,ybdO,gene-SL1344_0594
