Name,number_of_barcodes,LFC,neg_selection_fdr,pos_selection_fdr,contrast
FQ312003.1:116262,1,-0.13346,0.41926499999999994,0.97005,d1
FQ312003.1:3123435,1,-0.0022949000000000003,0.41926499999999994,0.97005,d1
yihO,3,0.22318000000000002,0.802473,1e-05,d1
FQ312003.1:2268354,1,-0.08353,0.41926499999999994,0.97005,d1
sciQ,3,-0.026189999999999998,0.802473,1e-05,d1
fhuA,1,-0.10607,0.41926499999999994,0.97005,d1
SL1344_3143,1,-0.047957,0.41926499999999994,0.97005,d1
SL1344_1795,1,-0.1019,0.41926499999999994,0.97005,d1
sciJ,1,-0.30443000000000003,0.41926499999999994,0.97005,d1
wcaM,3,-0.11810999999999999,0.8832459999999999,1e-05,d1
SL1344_1265,1,-0.04383,0.41926499999999994,0.97005,d1
araH,3,-0.086207,0.8832459999999999,1.0,d1
FQ312003.1:1919999,1,-0.13681,0.41926499999999994,0.97005,d1
wzx,1,-0.20423,0.41926499999999994,0.97005,d1
fidL,1,-0.007438500000000001,0.41926499999999994,0.97005,d1
SL1344_1846,1,-0.062435000000000004,0.41926499999999994,0.97005,d1
FQ312003.1:2041787,1,-0.09034099999999999,0.41926499999999994,0.97005,d1
FQ312003.1:2619355,1,-0.062791,0.41926499999999994,0.97005,d1
metQ,1,-0.098977,0.41926499999999994,0.97005,d1
yeaJ,2,0.032801,0.646672,1e-05,d1
SL1344_2552,3,-0.0020896,0.8832459999999999,1e-05,d1
FQ312003.1:4635540,1,-0.034755,0.41926499999999994,0.97005,d1
FQ312003.1:1798516,1,-0.1246,0.41926499999999994,0.97005,d1
yhjY,3,-0.020931,0.8832459999999999,1e-05,d1
thiI,1,-0.18539,0.41926499999999994,0.97005,d1
rtn,1,-0.14822000000000002,0.41926499999999994,0.97005,d1
ymgE,1,-0.18115,0.41926499999999994,0.97005,d1
SL1344_0836,1,-0.0069768,0.41926499999999994,0.97005,d1
SL1344_1930,1,-0.19453,0.41926499999999994,0.97005,d1
SL1344_0832,2,0.026175,0.646672,1e-05,d1
copS,1,-0.013734,0.41926499999999994,0.97005,d1
SL1344_2772,1,-0.016184999999999998,0.41926499999999994,0.97005,d1
FQ312003.1:230634,1,-0.043625,0.41926499999999994,0.97005,d1
yhjA,5,-0.0093978,1.0,1e-05,d1
SL1344_1597,1,-0.017974,0.41926499999999994,0.97005,d1
yicL,5,0.12564,1.0,1e-05,d1
SL1344_2537,1,-0.047698000000000004,0.41926499999999994,0.97005,d1
sopE,1,-0.15182,0.41926499999999994,0.97005,d1
ssaI,1,-0.24953000000000003,0.41926499999999994,0.97005,d1
FQ312003.1:3536157,1,-0.056019000000000006,0.646672,0.97005,d1
mnmC,1,-0.026473000000000003,0.646672,0.97005,d1
FQ312003.1:2619618,1,-0.076692,0.646672,0.97005,d1
FQ312003.1:68415,1,-0.08303300000000001,0.646672,0.97005,d1
ydiO,2,-0.090626,0.646672,0.583914,d1
ybhM,5,0.027785,1.0,1e-05,d1
btuB,1,-0.034326,0.646672,0.97005,d1
SL1344_0341,2,0.027360000000000002,0.646672,1e-05,d1
FQ312003.1:1716391,1,-0.12524000000000002,0.646672,0.97005,d1
FQ312003.1:2884859,1,-0.020833,0.646672,0.97005,d1
SL1344_2714,1,-0.034856,0.646672,0.97005,d1
FQ312003.1:2454339,1,-0.031974,0.646672,0.97005,d1
thiM,1,-0.041199,0.646672,0.97005,d1
sseL,1,-0.032791,0.646672,0.97005,d1
csgA,1,-0.14955,0.646672,0.97005,d1
FQ312003.1:389818,1,-0.096742,0.646672,0.97005,d1
kdpB,1,-0.025508000000000003,0.646672,0.97005,d1
SL1344_2715,1,-0.12485,0.646672,0.97005,d1
FQ312003.1:1703437,1,-0.17337,0.646672,0.97005,d1
allC,1,-0.11270999999999999,0.646672,0.97005,d1
FQ312003.1:2081906,1,-0.15152000000000002,0.646672,0.97005,d1
SL1344_2242,5,-0.072234,1.0,1e-05,d1
slrP,1,-0.12943,0.646672,0.97005,d1
SL1344_2710,1,-0.031177999999999997,0.646672,0.97005,d1
yneB,3,-0.09591000000000001,0.8832459999999999,1e-05,d1
SL1344_0033,3,0.13077,0.8832459999999999,1e-05,d1
FQ312003.1:765326,1,-0.029461,0.646672,0.97005,d1
pduK,2,-0.10892,0.646672,1e-05,d1
traP,2,0.060714,0.646672,1e-05,d1
FQ312003.1:808268,1,-0.05430599999999999,0.646672,0.97005,d1
sopA,4,-0.00050452,0.957332,1e-05,d1
SL1344_0084,1,-0.74535,0.646672,0.97005,d1
HE654724.1:34661,1,-0.4993,0.646672,0.97005,d1
SL1344_1565,1,-0.34293,0.646672,0.97005,d1
yiaM,1,-0.16358,0.646672,0.97005,d1
FQ312003.1:1867789,1,-0.17471,0.646672,0.97005,d1
mglC,1,-0.0010325,0.646672,0.97005,d1
manY,1,-0.007860500000000001,0.646672,0.97005,d1
FQ312003.1:2632276,1,-0.24268,0.646672,0.97005,d1
phoP,1,-0.048478,0.646672,0.97005,d1
SL1344_3566,1,-0.052003,0.646672,0.97005,d1
comD,1,-0.12709,0.646672,0.97005,d1
SL1344_1049,1,-0.02162,0.646672,0.97005,d1
ssaJ,1,-0.024515000000000002,0.646672,0.97005,d1
yihX,2,0.013529,0.646672,0.583914,d1
glpG,2,0.040657,0.646672,1e-05,d1
FQ312003.1:1248747,1,-0.0016571,0.646672,0.97005,d1
gpsA,1,-0.23308,0.646672,0.97005,d1
FQ312003.1:1600779,1,-0.13494,0.646672,0.97005,d1
FQ312003.1:1550882,1,-0.047889999999999995,0.646672,0.97005,d1
FQ312003.1:3439047,1,-0.020838,0.646672,0.97005,d1
ycfH,1,-0.10507999999999999,0.646672,0.97005,d1
SL1344_2681,1,-0.18323,0.646672,0.97005,d1
prgJ,1,-0.37622,0.646672,0.97005,d1
SL1344_0336,1,-0.0091391,0.646672,0.97005,d1
SL1344_0160,2,-0.09163099999999999,0.646672,1e-05,d1
pbpG,1,-0.64558,0.646672,0.97005,d1
FQ312003.1:3213366,1,-0.65578,0.646672,0.97005,d1
SL1344_1550,3,-0.12977,0.8832459999999999,0.79591,d1
SL1344_2727,2,0.015877000000000002,0.646672,1e-05,d1
traW,1,-0.33236,0.646672,0.97005,d1
gloB,1,-0.039593,0.646672,0.97005,d1
SL1344_0338,2,0.0026906,0.646672,1e-05,d1
FQ312003.1:1174483,1,-0.36041999999999996,0.646672,0.97005,d1
yncB,1,-0.11965999999999999,0.906991,0.936815,d1
SL1344_P3_0005,1,-0.052427,0.906991,0.936815,d1
SL1344_1960,1,-0.24668,0.906991,0.936815,d1
FQ312003.1:2902947,1,-0.020505000000000002,0.906991,0.936815,d1
FQ312003.1:2230718,1,-0.074602,0.906991,0.936815,d1
FQ312003.1:350147,2,-0.066387,0.646672,1e-05,d1
FQ312003.1:898472,1,-0.0014852,1.0,0.63394,d1
SL1344_2209,2,0.010637,0.646672,1e-05,d1
FQ312003.1:329489,1,-0.014731999999999999,1.0,0.63394,d1
ccmF2,1,-0.17251,1.0,0.63394,d1
FQ312003.1:339332,1,-0.12064000000000001,1.0,0.63394,d1
pspF,1,-0.25305,1.0,0.63394,d1
FQ312003.1:3969957,1,-0.050378,1.0,0.63394,d1
FQ312003.1:135786,1,-0.32487,1.0,0.63394,d1
HE654724.1:52344,1,-0.023734,1.0,0.328818,d1
pipD,4,-0.031981,0.957332,1e-05,d1
FQ312003.1:1712120,1,-0.0030618000000000004,1.0,0.328818,d1
icdA,1,-0.5774,1.0,0.328818,d1
ygiR,1,0.00095241,1.0,0.328818,d1
ygaF,1,0.001477,1.0,0.328818,d1
SL1344_1484,3,-0.081251,0.8832459999999999,1e-05,d1
FQ312003.1:116392,1,0.0018119,1.0,0.328818,d1
sseA,1,0.0024448,1.0,0.328818,d1
orgA,1,0.003401,1.0,0.328818,d1
SL1344_P1_0058,1,0.0043893000000000005,1.0,0.328818,d1
FQ312003.1:134318,1,0.004138800000000001,1.0,0.328818,d1
sxy,1,0.0037411000000000002,1.0,0.328818,d1
yliJ,1,0.0044342,1.0,0.328818,d1
SL1344_3098,1,0.0047677,1.0,0.328818,d1
dinI,1,0.004947600000000001,1.0,0.328818,d1
gtgA,2,-0.032915,0.646672,1e-05,d1
FQ312003.1:2930165,1,0.0073942999999999995,1.0,0.328818,d1
pyrF,1,0.0050456,1.0,0.328818,d1
FQ312003.1:4272877,1,0.0077056,1.0,0.328818,d1
garRa,1,0.0084621,1.0,0.328818,d1
wcaD,1,0.0082464,1.0,0.328818,d1
avrA,1,0.0098317,1.0,0.328818,d1
SL1344_4434,2,-0.031426,0.646672,1e-05,d1
HE654724.1:33055,1,0.015059000000000001,1.0,0.328818,d1
safA,2,0.12226,0.646672,1e-05,d1
stcA,1,0.015784,1.0,0.328818,d1
FQ312003.1:1764628,1,0.014675,1.0,0.328818,d1
SL1344_3000,2,0.070309,0.646672,1e-05,d1
ycjX,1,0.014165,1.0,0.328818,d1
SL1344_1896,2,0.07384,0.646672,1e-05,d1
FQ312003.1:134279,1,0.017437,1.0,0.328818,d1
FQ312003.1:2230282,1,0.022674,1.0,0.328818,d1
FQ312003.1:1517035,1,0.01896,1.0,0.328818,d1
yhjR,1,0.021315,1.0,0.328818,d1
yfaV,1,0.020944,1.0,0.328818,d1
kdpA,1,0.021487,1.0,0.328818,d1
SL1344_2880,2,0.015231999999999999,0.646672,1e-05,d1
SL1344_4131,1,0.024325,1.0,0.328818,d1
citT,1,0.025968,1.0,0.328818,d1
leuO,4,0.032813,0.957332,1e-05,d1
FQ312003.1:765171,1,0.02386,1.0,0.328818,d1
FQ312003.1:4445676,1,0.026713999999999998,1.0,0.328818,d1
FQ312003.1:4778822,1,0.031929,1.0,0.328818,d1
SL1344_3144,1,0.027348,1.0,0.328818,d1
SL1344_2691,1,0.030091000000000003,1.0,0.328818,d1
SL1344_3702,1,0.031092,1.0,0.328818,d1
sseI,1,0.028693,1.0,0.328818,d1
SL1344_4345,1,0.031301,1.0,0.328818,d1
SL1344_1477,1,0.029965,1.0,0.328818,d1
SL1344_2313,1,0.029752999999999998,1.0,0.328818,d1
yjjU,1,0.034838,1.0,0.328818,d1
yehE,2,0.081286,0.646672,1e-05,d1
FQ312003.1:4336895,1,0.033916,1.0,0.328818,d1
FQ312003.1:4599002,1,0.034816,1.0,0.328818,d1
yhdV,1,0.038531,1.0,0.328818,d1
sopB,2,-0.09012,0.646672,1e-05,d1
tdcA,1,0.035707,1.0,0.328818,d1
SL1344_2496,1,0.031429,1.0,0.328818,d1
SL1344_1958,1,0.039369,1.0,0.328818,d1
FQ312003.1:1992282,1,0.029192000000000003,1.0,0.328818,d1
FQ312003.1:3118001,1,0.03508,1.0,0.328818,d1
FQ312003.1:4523325,1,0.039987,1.0,0.328818,d1
celB,1,0.037249000000000004,1.0,0.328818,d1
SL1344_1598,2,-0.20228,0.646672,0.97005,d1
yggB,1,0.039278,1.0,0.328818,d1
FQ312003.1:783269,2,-0.07714700000000001,0.646672,0.583914,d1
FQ312003.1:1541974,2,-0.16884000000000002,0.646672,0.97005,d1
FQ312003.1:3980328,1,0.043492,1.0,0.328818,d1
FQ312003.1:4263687,2,0.071042,0.646672,1e-05,d1
nagE,2,-0.0028611,0.646672,0.583914,d1
SL1344_3010,1,0.046979,1.0,0.328818,d1
hycG,2,-0.020617,0.646672,0.583914,d1
csgD,1,0.037598,1.0,0.328818,d1
ybeF,1,0.041808,1.0,0.328818,d1
ybdG,2,0.023014,0.646672,1e-05,d1
sciS,1,0.046952999999999995,1.0,1e-05,d1
FQ312003.1:4687551,1,0.046712000000000004,1.0,1e-05,d1
FQ312003.1:3458387,1,0.05736599999999999,1.0,1e-05,d1
traG,2,-0.053262000000000004,0.646672,1e-05,d1
FQ312003.1:3737826,1,0.044738,1.0,1e-05,d1
ydjM,1,0.038187,1.0,1e-05,d1
fepA,1,0.040941000000000005,1.0,1e-05,d1
yjeK,1,0.05629,1.0,1e-05,d1
orf408,2,-0.26436,0.646672,0.97005,d1
SL1344_1602,1,0.056802,1.0,1e-05,d1
FQ312003.1:230599,1,0.061541,1.0,1e-05,d1
FQ312003.1:807811,1,0.041154,1.0,1e-05,d1
FQ312003.1:4810501,1,0.050921,1.0,1e-05,d1
SL1344_3128,3,0.16988,0.8832459999999999,1e-05,d1
SL1344_4248,1,0.062238,1.0,1e-05,d1
xylA,1,0.050265,1.0,1e-05,d1
bigA,2,0.10795999999999999,0.646672,1e-05,d1
FQ312003.1:3438963,1,0.061372,1.0,1e-05,d1
FQ312003.1:1133687,2,0.040131,0.646672,1e-05,d1
FQ312003.1:1285897,1,0.052038,1.0,1e-05,d1
SL1344_4346,1,0.052902,1.0,1e-05,d1
FQ312003.1:3259222,1,0.046612,1.0,1e-05,d1
garL,1,0.063188,1.0,1e-05,d1
yiiG,3,0.05546,0.8832459999999999,1e-05,d1
FQ312003.1:389617,1,0.060887000000000004,1.0,1e-05,d1
SL1344_0940,4,0.013730000000000001,1.0,1e-05,d1
FQ312003.1:2282679,1,0.048838,1.0,1e-05,d1
FQ312003.1:2905463,1,0.062488999999999996,1.0,1e-05,d1
SL1344_3107,1,0.061251,1.0,1e-05,d1
kdpE,1,0.06319,1.0,1e-05,d1
FQ312003.1:3916259,1,0.059330999999999995,1.0,1e-05,d1
FQ312003.1:2393467,1,0.062526,1.0,1e-05,d1
siiA,2,0.11406,0.646672,1e-05,d1
FQ312003.1:341165,1,0.07724,1.0,1e-05,d1
dcyD,1,0.06854299999999999,1.0,1e-05,d1
SL1344_3106,1,0.06174299999999999,1.0,1e-05,d1
FQ312003.1:4396351,1,0.063345,1.0,1e-05,d1
SL1344_3056,1,0.069385,1.0,1e-05,d1
SL1344_2742,1,0.06539600000000001,1.0,1e-05,d1
FQ312003.1:981571,1,0.079944,1.0,1e-05,d1
SL1344_2692,1,0.065482,1.0,1e-05,d1
FQ312003.1:23309,1,0.076587,1.0,1e-05,d1
yhjS,4,0.050706,1.0,1e-05,d1
FQ312003.1:3737830,1,0.065624,1.0,1e-05,d1
fumC,1,0.072187,1.0,1e-05,d1
SL1344_2109,3,0.052905999999999995,0.8832459999999999,1e-05,d1
SL1344_3057,2,0.12139000000000001,0.646672,1e-05,d1
HE654724.1:76200,1,0.08189,1.0,1e-05,d1
FQ312003.1:2618520,1,0.057504999999999994,1.0,1e-05,d1
ssaG,2,0.033063999999999996,0.646672,1e-05,d1
yjcC,2,-0.15473,0.646672,1e-05,d1
FQ312003.1:2950864,1,0.084759,1.0,1e-05,d1
SL1344_3799,11,0.1874,1.0,1e-05,d1
FQ312003.1:3067682,1,0.067689,1.0,1e-05,d1
SL1344_2174,1,0.080912,1.0,1e-05,d1
srcA,1,0.07337,1.0,1e-05,d1
SL1344_2547,1,0.077542,1.0,1e-05,d1
FQ312003.1:3181262,1,0.079752,1.0,1e-05,d1
stbC,1,0.081356,1.0,1e-05,d1
ygiK,1,0.062448000000000004,1.0,1e-05,d1
iolG2,1,0.066521,1.0,1e-05,d1
yohL,1,0.07572999999999999,1.0,1e-05,d1
siiF,2,-0.006361,0.646672,0.583914,d1
SL1344_2731,2,0.087655,0.646672,1e-05,d1
SL1344_0988,1,0.07959,1.0,1e-05,d1
yjfM,2,0.021476,0.646672,1e-05,d1
finP,2,0.0254,0.646672,1e-05,d1
speD,1,0.074681,1.0,1e-05,d1
SL1344_0020,1,0.082638,1.0,1e-05,d1
orf245,2,-0.0023581999999999995,0.646672,1e-05,d1
yrbD,1,0.069904,1.0,1e-05,d1
SL1344_3751,1,0.08826,1.0,1e-05,d1
tyrB,1,0.07797799999999999,1.0,1e-05,d1
gltA,1,0.066596,1.0,1e-05,d1
SL1344_3616,2,0.01047,0.646672,1e-05,d1
FQ312003.1:1131846,1,0.095083,1.0,1e-05,d1
SL1344_0703,1,0.087761,1.0,1e-05,d1
FQ312003.1:1317077,1,0.090325,1.0,1e-05,d1
sdaC,1,0.08429600000000001,1.0,1e-05,d1
SL1344_2570,1,0.077349,1.0,1e-05,d1
yidA,1,0.10422000000000001,1.0,1e-05,d1
FQ312003.1:389603,1,0.09798899999999999,1.0,1e-05,d1
SL1344_3514,6,0.10783,1.0,1e-05,d1
FQ312003.1:4102120,1,0.09967899999999999,1.0,1e-05,d1
HE654724.1:33869,1,0.10477,1.0,1e-05,d1
pyrI,1,0.099286,1.0,1e-05,d1
SL1344_4453,1,0.096738,1.0,1e-05,d1
eutJ,2,-0.17496,0.992397,0.97005,d1
FQ312003.1:2838182,1,0.095049,1.0,1e-05,d1
SL1344_3987,1,0.1105,1.0,1e-05,d1
FQ312003.1:1366717,1,0.093899,1.0,1e-05,d1
yjjQ,1,0.1143,1.0,1e-05,d1
FQ312003.1:3739701,1,0.12709,1.0,1e-05,d1
FQ312003.1:4875481,1,0.11354000000000002,1.0,1e-05,d1
cysG,1,0.09954299999999999,1.0,1e-05,d1
FQ312003.1:2377218,1,0.10039,1.0,1e-05,d1
FQ312003.1:3657249,1,0.097808,1.0,1e-05,d1
FQ312003.1:3650598,1,0.11373,1.0,1e-05,d1
acrE,1,0.09475599999999999,1.0,1e-05,d1
SL1344_2551,2,-0.14852,0.992397,1.0,d1
SL1344_0058,1,0.095368,1.0,1e-05,d1
mppA,1,0.10375,1.0,1e-05,d1
fepE,1,0.08341799999999999,1.0,1e-05,d1
dgt,1,0.10594,1.0,1e-05,d1
spaO,1,0.09149700000000001,1.0,1e-05,d1
SL1344_0814,3,0.055163,0.8832459999999999,1e-05,d1
ssaU,1,0.12724000000000002,1.0,1e-05,d1
lpfC,1,0.08640700000000001,1.0,1e-05,d1
FQ312003.1:3974663,1,0.13033,1.0,1e-05,d1
SL1344_1469,2,-0.029755,0.992397,1e-05,d1
sgaB,1,0.10542,1.0,1e-05,d1
ybeJ,2,0.0098151,0.992397,1e-05,d1
FQ312003.1:1287627,1,0.09599400000000001,1.0,1e-05,d1
gogB,2,0.11155999999999999,0.992397,1e-05,d1
ybdO,1,0.11450999999999999,1.0,1e-05,d1
ssaK,2,-0.009404299999999999,0.992397,1e-05,d1
mig-14,1,0.092337,1.0,1e-05,d1
pphB,2,-0.12764,0.992397,1.0,d1
SL1344_3096,1,0.11843,1.0,1e-05,d1
invC,1,0.13278,1.0,1e-05,d1
SL1344_3570,1,0.13434000000000001,1.0,1e-05,d1
yegT,1,0.11159000000000001,1.0,1e-05,d1
siiE,27,0.0066053,1.0,1e-05,d1
SL1344_1596,1,0.12722,1.0,1e-05,d1
SL1344_2576,1,0.13774,1.0,1e-05,d1
stbA,1,0.11805,1.0,1e-05,d1
ybbY,1,0.13153,1.0,1e-05,d1
iolH,1,0.1583,1.0,1e-05,d1
bcfA,1,0.08957999999999999,1.0,1e-05,d1
wcaF,3,0.065916,0.8832459999999999,1e-05,d1
SL1344_3126,1,0.11895,1.0,1e-05,d1
dcoC,1,0.14181,1.0,1e-05,d1
FQ312003.1:4559895,1,0.1586,1.0,1e-05,d1
SL1344_3958,1,0.1528,1.0,1e-05,d1
ybhQ,1,0.11506,1.0,1e-05,d1
oafA,1,0.10388,1.0,1e-05,d1
mgtB,3,0.050033999999999995,0.8832459999999999,1e-05,d1
FQ312003.1:3262473,1,0.12916,1.0,1e-05,d1
SL1344_2218,2,-0.13896,0.992397,0.97005,d1
FQ312003.1:2250354,1,0.10579000000000001,1.0,1e-05,d1
FQ312003.1:1284125,1,0.11157,1.0,1e-05,d1
SL1344_2701,1,0.14785,1.0,1e-05,d1
yjcB,1,0.13423,1.0,1e-05,d1
IsrA,1,0.13776,1.0,1e-05,d1
yjfL,3,0.050799000000000004,0.8832459999999999,1e-05,d1
basR,1,0.14127,1.0,1e-05,d1
FQ312003.1:3914007,1,0.16066,1.0,1e-05,d1
csgG,1,0.10199,1.0,1e-05,d1
cobD,1,0.12079000000000001,1.0,1e-05,d1
SL1344_1543,1,0.13754,1.0,1e-05,d1
FQ312003.1:1070419,1,0.11902,1.0,1e-05,d1
mod,1,0.1156,1.0,1e-05,d1
FQ312003.1:3312368,1,0.12245999999999999,1.0,1e-05,d1
nanA,1,0.15334,1.0,1e-05,d1
SL1344_3745,1,0.18436,1.0,1e-05,d1
FQ312003.1:341125,1,0.13209,1.0,1e-05,d1
FQ312003.1:4336920,1,0.14697000000000002,1.0,1e-05,d1
yegO,1,0.13297,1.0,1e-05,d1
aroP,1,0.1649,1.0,1e-05,d1
yjeM,1,0.15018,1.0,1e-05,d1
fimH,1,0.13397,1.0,1e-05,d1
pipB2,5,0.012861000000000001,1.0,1e-05,d1
FQ312003.1:783938,1,0.13396,1.0,1e-05,d1
FQ312003.1:2935141,2,0.0081538,1.0,1e-05,d1
FQ312003.1:2364357,1,0.14146,1.0,1e-05,d1
nepI,1,0.16985999999999998,1.0,1e-05,d1
FQ312003.1:1677860,1,0.13893,1.0,1e-05,d1
FQ312003.1:1676917,1,0.13664,1.0,1e-05,d1
iolT1,1,0.15449000000000002,1.0,1e-05,d1
SL1344_4249,1,0.1669,1.0,1e-05,d1
mgtR,1,0.17326,1.0,1e-05,d1
yibL,1,0.14845,1.0,1e-05,d1
FQ312003.1:3849633,1,0.18348,1.0,1e-05,d1
FQ312003.1:1118644,1,0.13572,1.0,1e-05,d1
FQ312003.1:4330546,1,0.14597000000000002,1.0,1e-05,d1
radC,1,0.18983,1.0,1e-05,d1
glnE,2,0.26232,1.0,1e-05,d1
traD,1,0.16731,1.0,1e-05,d1
tdcE,3,0.048589,0.8832459999999999,1e-05,d1
mglA,2,0.099513,1.0,1e-05,d1
FQ312003.1:3349229,1,0.16111,1.0,1e-05,d1
marT,1,0.15982000000000002,1.0,1e-05,d1
yhhS,2,0.078251,1.0,1e-05,d1
FQ312003.1:2978402,1,0.16787,1.0,1e-05,d1
SL1344_0034,1,0.17567,1.0,1e-05,d1
SL1344_2111,1,0.13612,1.0,1e-05,d1
FQ312003.1:4585630,1,0.17754,1.0,1e-05,d1
mgtC,5,0.3168,1.0,1e-05,d1
glpQ,1,0.13712,1.0,1e-05,d1
ydiM,3,0.085471,0.8832459999999999,1e-05,d1
yjeF,1,0.17599,1.0,1e-05,d1
FQ312003.1:3848682,1,0.18306,1.0,1e-05,d1
SL1344_2712,1,0.16759000000000002,1.0,1e-05,d1
FQ312003.1:4283480,1,0.16835,1.0,1e-05,d1
SL1344_3061,2,0.10153999999999999,1.0,1e-05,d1
mutY,1,0.18114,1.0,1e-05,d1
FQ312003.1:3980377,1,0.19655,1.0,1e-05,d1
SL1344_3565,2,0.10178999999999999,1.0,1e-05,d1
FQ312003.1:1154394,1,0.14634,1.0,1e-05,d1
dppD,1,0.15617999999999999,1.0,1e-05,d1
cfa,1,0.15622,1.0,1e-05,d1
SL1344_0490,2,0.040791,1.0,1e-05,d1
bapA,1,0.18007,1.0,1e-05,d1
FQ312003.1:2838205,1,0.19546,1.0,1e-05,d1
SL1344_0019,2,0.054780999999999996,1.0,1e-05,d1
otsA,1,0.17670999999999998,1.0,1e-05,d1
FQ312003.1:4703820,1,0.19643,1.0,1e-05,d1
SL1344_3427,1,0.19691,1.0,1e-05,d1
pyrE,1,0.14835,1.0,1e-05,d1
tdcD,2,0.085927,1.0,1e-05,d1
idnK,1,0.18558,1.0,1e-05,d1
symE,1,0.20112,1.0,1e-05,d1
FQ312003.1:1680502,1,0.15091,1.0,1e-05,d1
kdgT,1,0.18267,1.0,1e-05,d1
sopD,6,0.1482,1.0,1e-05,d1
SL1344_4148,1,0.22233000000000003,1.0,1e-05,d1
SL1344_4135,1,0.19414,1.0,1e-05,d1
SL1344_3717,1,0.17785,1.0,1e-05,d1
fadH,1,0.1939,1.0,1e-05,d1
SL1344_2966,3,0.14520999999999998,1.0,1e-05,d1
caiF,1,0.18850999999999998,1.0,1e-05,d1
SL1344_2152,1,0.19136,1.0,1e-05,d1
selB,1,0.19914,1.0,1e-05,d1
entF,1,0.17361,1.0,1e-05,d1
yfiN,1,0.20176,1.0,1e-05,d1
FQ312003.1:1272494,1,0.16963,1.0,1e-05,d1
SL1344_2535,2,0.14282999999999998,1.0,1e-05,d1
FQ312003.1:3923993,1,0.23915999999999998,1.0,1e-05,d1
stjB,1,0.21964,1.0,1e-05,d1
ymbA,1,0.21248000000000003,1.0,1e-05,d1
traU,2,0.090544,1.0,1e-05,d1
FQ312003.1:1820798,2,0.10073,1.0,1e-05,d1
slsA,1,0.23349,1.0,1e-05,d1
SL1344_1548,1,0.17481,1.0,1e-05,d1
exoX,1,0.20102,1.0,1e-05,d1
csgB,1,0.21891999999999998,1.0,1e-05,d1
trbC,2,0.05257100000000001,1.0,1e-05,d1
FQ312003.1:3322841,1,0.20156,1.0,1e-05,d1
yaiB,1,0.25898000000000004,1.0,1e-05,d1
SL1344_4046,1,0.28421,1.0,1e-05,d1
tdcB,1,0.2172,1.0,1e-05,d1
SL1344_4433,1,0.2424,1.0,1e-05,d1
lctP,1,0.22216999999999998,1.0,1e-05,d1
yibK,1,0.24854,1.0,1e-05,d1
FQ312003.1:4119762,1,0.18888,1.0,1e-05,d1
FQ312003.1:4522572,1,0.24491,1.0,1e-05,d1
SL1344_0432,1,0.248,1.0,1e-05,d1
udg,1,0.22225,1.0,1e-05,d1
SL1344_0640,3,0.0098446,1.0,1e-05,d1
FQ312003.1:1911476,1,0.23868000000000003,1.0,1e-05,d1
SL1344_2312,1,0.2237,1.0,1e-05,d1
SL1344_3704,1,0.21802,1.0,1e-05,d1
ykgB,1,0.23904,1.0,1e-05,d1
citA2,2,0.16343,1.0,1e-05,d1
FQ312003.1:3424054,1,0.24634,1.0,1e-05,d1
SL1344_0708,1,0.1941,1.0,1e-05,d1
yeiA,1,0.22063000000000002,1.0,1e-05,d1
ybbB,1,0.10670999999999999,1.0,1e-05,d1
SL1344_0015,1,0.29351,1.0,1e-05,d1
nrfE,1,0.28293,1.0,1e-05,d1
SL1344_4137,1,0.26508000000000004,1.0,1e-05,d1
dbh,2,0.068213,1.0,1e-05,d1
FQ312003.1:765189,1,0.22687,1.0,1e-05,d1
siiC,2,0.11229000000000001,1.0,1e-05,d1
FQ312003.1:33051,1,0.24023000000000003,1.0,1e-05,d1
FQ312003.1:610386,1,0.1778,1.0,1e-05,d1
FQ312003.1:696501,1,0.24029,1.0,1e-05,d1
SL1344_3920,1,0.27276,1.0,1e-05,d1
SL1344_0706,2,0.12615,1.0,1e-05,d1
chiA,2,0.08079299999999999,1.0,1e-05,d1
gnd,1,0.22715,1.0,1e-05,d1
SL1344_4136,1,0.25453000000000003,1.0,1e-05,d1
SL1344_1066,3,0.018283,1.0,1e-05,d1
SL1344_2383,1,0.23251999999999998,1.0,1e-05,d1
stjC,3,0.045525,1.0,1e-05,d1
SL1344_3515,1,0.24361999999999998,1.0,1e-05,d1
FQ312003.1:2905509,1,0.19791,1.0,1e-05,d1
ybaL,1,0.23517,1.0,1e-05,d1
wcaK,3,-0.16805,1.0,1e-05,d1
yjjI,1,0.31053000000000003,1.0,1e-05,d1
yibD,4,0.12868,1.0,1e-05,d1
SL1344_1845,1,0.20465999999999998,1.0,1e-05,d1
gtrBb,2,0.19899999999999998,1.0,1e-05,d1
bioH,1,0.28199,1.0,1e-05,d1
ygcY,1,0.24955,1.0,1e-05,d1
yieM,1,0.2875,1.0,1e-05,d1
FQ312003.1:436305,1,0.30764,1.0,1e-05,d1
SL1344_4425,1,0.25276,1.0,1e-05,d1
FQ312003.1:3374993,1,0.30833,1.0,1e-05,d1
ygaU,1,0.27166,1.0,1e-05,d1
FQ312003.1:1290138,1,0.2451,1.0,1e-05,d1
pduF,2,0.16793,1.0,1e-05,d1
yobA,1,0.22939,1.0,1e-05,d1
ygjT,1,0.23928000000000002,1.0,1e-05,d1
metF,2,0.25766999999999995,1.0,1e-05,d1
FQ312003.1:3970238,1,0.27209,1.0,1e-05,d1
SL1344_3959,2,0.23864000000000002,1.0,1e-05,d1
